TimeSeconds,parsedDate,dateTimeStr,ipLayerProtocol,ipLayerProtocolCode,firstSeenSrcIp,firstSeenDestIp,firstSeenSrcPort,firstSeenDestPort,moreFragments,contFragments,durationSeconds,firstSeenSrcPayloadBytes,firstSeenDestPayloadBytes,firstSeenSrcTotalBytes,firstSeenDestTotalBytes,firstSeenSrcPacketCount,firstSeenDestPacketCount,recordForceOut
1365906115.7840767,2013-04-14 02:21:55,20130411004148.785,6,TCP,10.13.77.4,172.20.0.3,51344,25,0,0,10,1299,576,1901,1124,11,10,0
1365906116.807595,2013-04-14 02:21:56,20130411004149.81,6,TCP,10.38.37.13,172.20.0.3,51347,25,0,0,10,1299,576,1901,1124,11,10,0
1365906122.8008313,2013-04-14 02:22:02,20130411004155.8,6,TCP,10.89.101.53,172.10.0.3,51361,25,0,0,10,1299,576,1901,1124,11,10,0
1365906122.5066113,2013-04-14 02:22:02,20130411004155.504,6,TCP,10.38.37.13,172.20.0.3,60049,25,0,0,10,1299,576,1901,1124,11,10,0
1365906130.85978,2013-04-14 02:22:10,20130411004203.855,6,TCP,10.13.77.4,172.10.0.3,51378,25,0,0,10,1299,576,1901,1178,11,11,0
1365906130.337373,2013-04-14 02:22:10,20130411004203.336,6,TCP,10.77.101.2,172.30.0.3,60061,25,0,0,10,1299,577,1901,1179,11,11,0
1365906132.515095,2013-04-14 02:22:12,20130411004205.51,6,TCP,10.18.37.65,172.20.0.3,51383,25,0,0,10,1299,577,1901,1125,11,10,0
1365906133.2758267,2013-04-14 02:22:13,20130411004206.273,1,OTHER,172.10.0.6,172.20.2.1,0,0,0,0,0,0,0,74,0,1,0,0
1365906133.262034,2013-04-14 02:22:13,20130411004206.266,1,OTHER,172.10.0.6,172.20.2.2,0,0,0,0,0,0,0,74,0,1,0,0
1365906133.677657,2013-04-14 02:22:13,20130411004206.68,17,UDP,172.30.0.2,172.0.0.1,123,123,0,0,0,48,48,90,90,1,1,0
1365906144.443396,2013-04-14 02:22:24,20130411004217.44,6,TCP,10.13.77.4,172.30.0.3,60075,25,0,0,10,1299,576,1901,1124,11,10,0
1365906148.594193,2013-04-14 02:22:28,20130411004221.598,6,TCP,10.43.51.79,172.20.0.3,51403,25,0,0,10,1299,577,1901,1125,11,10,0
1365906149.2557273,2013-04-14 02:22:29,20130411004222.258,6,TCP,10.0.2.181,172.30.0.3,60083,25,0,0,10,1299,577,1901,1125,11,10,0
1365906160.2372382,2013-04-14 02:22:40,20130411004233.242,6,TCP,10.1.55.43,172.20.0.3,60099,25,0,0,10,1299,577,1901,1125,11,10,0
1365906162.556025,2013-04-14 02:22:42,20130411004235.56,6,TCP,10.83.101.25,172.30.0.3,51415,25,0,0,10,1299,577,1901,1125,11,10,0
1365906166.6006913,2013-04-14 02:22:46,20130411004239.6,6,TCP,10.27.200.49,172.30.0.3,51421,25,0,0,10,1299,577,1901,1125,11,10,0
1365906170.877506,2013-04-14 02:22:50,20130411004243.88,17,UDP,172.20.0.2,172.255.255.255,138,138,0,0,0,201,0,243,0,1,0,0
1365906174.2916367,2013-04-14 02:22:54,20130411004247.29,17,UDP,172.30.0.3,172.255.255.255,138,138,0,0,0,201,0,243,0,1,0,0
1365906174.236874,2013-04-14 02:22:54,20130411004247.242,6,TCP,10.18.37.65,172.20.0.3,60111,25,0,0,10,1299,577,1901,1125,11,10,0
1365906176.7634447,2013-04-14 02:22:56,20130411004249.76,1,OTHER,172.10.0.6,172.20.2.122,0,0,0,0,0,0,0,74,0,1,0,0
1365906176.776926,2013-04-14 02:22:56,20130411004249.777,1,OTHER,172.10.0.6,172.20.2.124,0,0,0,0,0,0,0,74,0,1,0,0
1365906177.812836,2013-04-14 02:22:57,20130411004250.81,6,TCP,10.249.28.136,172.20.0.3,51439,25,0,0,10,1299,576,1901,1124,11,10,0
1365906180.513159,2013-04-14 02:23:00,20130411004253.516,6,TCP,10.83.101.25,172.10.0.3,51445,25,0,0,10,1299,577,1901,1125,11,10,0
1365906182.3381927,2013-04-14 02:23:02,20130411004255.336,6,TCP,10.0.2.181,172.10.0.3,60122,25,0,0,10,1299,577,1901,1179,11,11,0
1365906182.2870727,2013-04-14 02:23:02,20130411004255.29,6,TCP,10.43.51.79,172.30.0.3,60124,25,0,0,10,1299,577,1901,1125,11,10,0
1365906192.165684,2013-04-14 02:23:12,20130411004305.164,17,UDP,172.20.0.2,172.0.0.1,123,123,0,0,0,48,48,90,90,1,1,0
1365906193.2859766,2013-04-14 02:23:13,20130411004306.285,6,TCP,10.58.99.97,172.30.0.3,60147,25,0,0,10,1299,577,1901,1125,11,10,0
1365906195.5845098,2013-04-14 02:23:15,20130411004308.582,6,TCP,10.18.37.65,172.30.0.3,51463,25,0,0,10,1299,577,1901,1125,11,10,0
1365906195.0783267,2013-04-14 02:23:15,20130411004308.08,17,UDP,172.10.0.2,172.255.255.255,138,138,0,0,0,201,0,243,0,1,0,0
1365906203.179023,2013-04-14 02:23:23,20130411004316.176,17,UDP,172.10.0.6,172.255.255.255,138,138,0,0,0,201,0,243,0,1,0,0
1365906205.3043413,2013-04-14 02:23:25,20130411004318.31,6,TCP,10.62.15.101,172.10.0.3,60159,25,0,0,10,1299,577,1901,1179,11,11,0
1365906206.523056,2013-04-14 02:23:26,20130411004319.523,6,TCP,10.77.24.4,172.30.0.3,51475,25,0,0,10,1299,577,1901,1125,11,10,0
1365906211.77023,2013-04-14 02:23:31,20130411004324.766,6,TCP,10.51.88.253,172.30.0.3,51484,25,0,0,10,1299,576,1901,1124,11,10,0
1365906212.327065,2013-04-14 02:23:32,20130411004325.33,6,TCP,10.77.101.2,172.20.0.3,60169,25,0,0,10,1299,577,1901,1125,11,10,0
1365906213.7397401,2013-04-14 02:23:33,20130411004326.734,6,TCP,10.51.88.167,172.30.0.3,51489,25,0,0,10,1299,576,1901,1124,11,10,0
1365906222.354922,2013-04-14 02:23:42,20130411004335.355,17,UDP,172.10.0.7,172.0.0.1,123,123,0,0,0,48,48,90,90,1,1,0
1365906224.78672,2013-04-14 02:23:44,20130411004337.785,6,TCP,10.12.237.111,172.30.0.3,51511,25,0,0,10,1299,576,1901,1124,11,10,0
1365906231.839618,2013-04-14 02:23:51,20130411004344.836,6,TCP,10.38.37.229,172.20.0.3,51521,25,0,0,10,1299,576,1901,1124,11,10,0
1365906234.637738,2013-04-14 02:23:54,20130411004347.64,6,TCP,10.45.245.101,172.30.0.5,51537,80,0,0,0,170,297,448,467,5,3,0
1365906237.251004,2013-04-14 02:23:57,20130411004350.246,6,TCP,10.62.15.101,172.30.0.3,60183,25,0,0,10,1299,577,1901,1125,11,10,0
1365906238.66919,2013-04-14 02:23:58,20130411004351.668,17,UDP,172.30.0.2,172.255.255.255,138,138,0,0,0,201,0,243,0,1,0,0
1365906241.460001,2013-04-14 02:24:01,20130411004354.46,17,UDP,172.10.0.2,172.0.0.1,123,123,0,0,0,48,48,90,90,1,1,0
1365906243.759858,2013-04-14 02:24:03,20130411004356.766,6,TCP,10.57.105.44,172.20.0.3,51535,25,0,0,10,1299,576,1901,1124,11,10,0
1365906247.075216,2013-04-14 02:24:07,20130411004400.074,17,UDP,172.10.0.40,172.255.255.255,137,137,0,0,0,100,0,184,0,2,0,0
1365906248.604924,2013-04-14 02:24:08,20130411004401.6,6,TCP,10.0.2.181,172.20.0.3,51544,25,0,0,10,1299,577,1901,1125,11,10,0
1365906251.566817,2013-04-14 02:24:11,20130411004404.57,6,TCP,10.1.55.43,172.30.0.3,51553,25,0,0,10,1299,577,1901,1125,11,10,0
1365906253.5245507,2013-04-14 02:24:13,20130411004406.523,6,TCP,10.83.101.25,172.20.0.3,51560,25,0,0,10,1299,577,1901,1125,11,10,0
1365906255.219707,2013-04-14 02:24:15,20130411004408.22,6,TCP,10.27.200.49,172.20.0.3,60195,25,0,0,10,1299,577,1901,1125,11,10,0
1365906258.27834,2013-04-14 02:24:18,20130411004411.28,6,TCP,10.62.15.101,172.20.0.3,60201,25,0,0,10,1299,577,1901,1125,11,10,0
1365906259.454334,2013-04-14 02:24:19,20130411004412.453,17,UDP,172.30.0.2,172.0.0.1,123,123,0,0,0,48,48,90,90,1,1,0
1365906264.585629,2013-04-14 02:24:24,20130411004417.586,6,TCP,10.27.200.49,172.10.0.3,51584,25,0,0,10,1299,577,1901,1125,11,10,0
1365906271.46937,2013-04-14 02:24:31,20130411004424.47,17,UDP,172.10.0.5,172.0.0.1,123,123,0,0,0,48,48,90,90,1,1,0
1365906273.771898,2013-04-14 02:24:33,20130411004426.77,6,TCP,10.88.25.4,172.10.0.3,51595,25,0,0,10,1299,576,1901,1124,11,10,0
1365906276.505974,2013-04-14 02:24:36,20130411004429.504,6,TCP,10.1.55.43,172.10.0.3,51602,25,0,0,10,1299,577,1901,1125,11,10,0
1365906278.584182,2013-04-14 02:24:38,20130411004431.586,6,TCP,10.62.15.101,172.10.0.3,51609,25,0,0,10,1299,577,1901,1125,11,10,0
1365906279.249331,2013-04-14 02:24:39,20130411004432.254,6,TCP,10.83.101.25,172.30.0.3,60219,25,0,0,10,1299,577,1901,1125,11,10,0
1365906294.552161,2013-04-14 02:24:54,20130411004447.55,6,TCP,10.77.24.4,172.10.0.3,51633,25,0,0,10,1299,577,1901,1125,11,10,0
1365906296.8659801,2013-04-14 02:24:56,20130411004449.867,6,TCP,10.117.23.212,172.30.0.3,51636,25,0,0,11,1299,576,1955,1124,12,10,0
1365906296.315342,2013-04-14 02:24:56,20130411004449.32,6,TCP,10.1.55.43,172.30.0.3,60231,25,0,0,10,1299,577,1901,1179,11,11,0
1365906299.384973,2013-04-14 02:24:59,20130411004452.38,6,TCP,10.43.51.79,172.30.0.6,51669,80,0,0,0,170,297,448,467,5,3,0
1365906301.4854221,2013-04-14 02:25:01,20130411004454.484,6,TCP,10.58.99.97,172.30.0.3,51650,25,0,0,10,1299,577,1901,1125,11,10,0
1365906303.2345233,2013-04-14 02:25:03,20130411004456.24,6,TCP,10.1.55.43,172.10.0.3,60241,25,0,0,10,1299,577,1901,1125,11,10,0
1365906308.811775,2013-04-14 02:25:08,20130411004501.81,6,TCP,10.36.156.99,172.30.0.3,51667,25,0,0,10,1299,576,1901,1124,11,10,0
1365906308.637702,2013-04-14 02:25:08,20130411004501.637,6,TCP,10.156.165.212,172.30.0.4,51692,80,0,0,0,187,2143,465,2367,5,4,0
1365906309.53673,2013-04-14 02:25:09,20130411004502.53,6,TCP,10.58.99.97,172.20.0.3,51671,25,0,0,10,1299,577,1901,1125,11,10,0
1365906309.1961539,2013-04-14 02:25:09,20130411004502.203,6,TCP,10.43.51.79,172.20.0.3,60251,25,0,0,10,1299,577,1901,1125,11,10,0
1365906310.642153,2013-04-14 02:25:10,20130411004503.64,6,TCP,10.156.165.212,172.30.0.4,51696,80,0,0,0,195,43145,1283,44989,20,34,0
1365906313.3005679,2013-04-14 02:25:13,20130411004506.3,6,TCP,10.43.51.79,172.10.0.3,60261,25,0,0,10,1299,577,1901,1125,11,10,0
1365906314.420913,2013-04-14 02:25:14,20130411004507.418,6,TCP,10.62.15.101,172.20.0.15,51702,80,0,0,0,177,7130,563,7570,7,8,0
1365906314.416444,2013-04-14 02:25:14,20130411004507.418,6,TCP,10.83.101.25,172.20.0.15,51700,80,0,0,0,187,6934,573,7374,7,8,0
1365906316.5753527,2013-04-14 02:25:16,20130411004509.566,6,TCP,10.83.101.25,172.20.0.4,51707,80,0,0,0,192,25594,956,26736,14,21,0
1365906316.474032,2013-04-14 02:25:16,20130411004509.477,6,TCP,10.62.15.101,172.20.0.15,51708,80,0,0,0,192,25596,956,26738,14,21,0
1365906318.48896,2013-04-14 02:25:18,20130411004511.484,6,TCP,10.62.15.101,172.20.0.4,51712,80,0,0,0,191,109790,2575,114226,44,82,0
1365906318.576462,2013-04-14 02:25:18,20130411004511.58,6,TCP,10.83.101.25,172.20.0.15,51715,80,0,0,0,189,9772,629,10320,8,10,0
1365906319.4216619,2013-04-14 02:25:19,20130411004512.418,6,TCP,10.33.0.15,172.10.0.3,60275,25,0,0,10,1299,576,1901,1178,11,11,0
1365906320.5067947,2013-04-14 02:25:20,20130411004513.504,6,TCP,10.62.15.101,172.20.0.4,51717,80,0,0,0,187,148291,3327,154239,58,110,0
1365906322.5143473,2013-04-14 02:25:22,20130411004515.516,6,TCP,10.62.15.101,172.20.0.15,51720,80,0,0,0,188,49560,1384,51620,22,38,0
1365906324.5260227,2013-04-14 02:25:24,20130411004517.53,6,TCP,10.62.15.101,172.20.0.4,51723,80,0,0,0,188,49559,1384,51619,22,38,0
1365906325.164921,2013-04-14 02:25:25,20130411004518.164,6,TCP,10.77.24.4,172.20.0.3,60287,25,0,0,10,1299,577,1901,1125,11,10,0
1365906326.357693,2013-04-14 02:25:26,20130411004519.36,17,UDP,172.20.0.7,172.0.0.1,123,123,0,0,0,48,48,90,90,1,1,0
1365906326.529597,2013-04-14 02:25:26,20130411004519.527,6,TCP,10.62.15.101,172.20.0.15,51726,80,0,0,0,188,49560,1384,51620,22,38,0
1365906328.5296507,2013-04-14 02:25:28,20130411004521.53,6,TCP,10.62.15.101,172.20.0.4,51730,80,0,0,0,188,49559,1384,51619,22,38,0
1365906334.925488,2013-04-14 02:25:34,20130411004527.92,17,UDP,172.10.0.3,172.255.255.255,138,138,0,0,0,201,0,243,0,1,0,0
1365906339.724653,2013-04-14 02:25:39,20130411004532.723,6,TCP,10.170.148.64,172.20.0.3,51732,25,0,0,10,1299,576,1901,1124,11,10,0
1365906342.887481,2013-04-14 02:25:42,20130411004535.887,17,UDP,172.10.0.50,172.255.255.255,137,137,0,0,0,50,0,92,0,1,0,0
1365906345.23108,2013-04-14 02:25:45,20130411004538.234,6,TCP,10.83.101.25,172.10.0.3,60303,25,0,0,10,1299,577,1901,1125,11,10,0
1365906347.8148868,2013-04-14 02:25:47,20130411004540.812,6,TCP,10.170.148.52,172.20.0.3,51742,25,0,0,10,1299,576,1901,1124,11,10,0
1365906348.4579873,2013-04-14 02:25:48,20130411004541.457,6,TCP,10.76.187.68,172.20.0.3,60309,25,0,0,10,1299,576,1901,1124,11,10,0
1365906351.4661193,2013-04-14 02:25:51,20130411004544.465,6,TCP,10.41.9.89,172.10.0.3,60317,25,0,0,10,1299,576,1901,1124,11,10,0
1365906352.7352939,2013-04-14 02:25:52,20130411004545.727,6,TCP,10.76.193.186,172.20.0.3,51752,25,0,0,10,1299,576,1901,1124,11,10,0
1365906355.512116,2013-04-14 02:25:55,20130411004548.508,6,TCP,10.13.77.4,172.10.0.3,60331,25,0,0,10,1299,576,1901,1124,11,10,0
1365906357.5943253,2013-04-14 02:25:57,20130411004550.594,6,TCP,10.62.15.101,172.30.0.3,51765,25,0,0,10,1299,577,1901,1179,11,11,0
1365906357.8125913,2013-04-14 02:25:57,20130411004550.805,6,TCP,10.88.52.24,172.10.0.3,51768,25,0,0,10,1299,576,1901,1124,11,10,0
